ell,Dl,errDl
6.307443589307835,590.2808359073563,73.29666997659479
18.405861102886643,714.9885564547192,53.79384123683335
27.07494967274049,921.1089405622769,56.04664929642438
37.02714882225143,1171.5927018345237,61.19974723404464
47.318413826826166,1282.8584158926312,59.406349498360335
57.0308977145229,1473.1841185773574,62.01060812796278
67.49659381392249,1731.7338367133982,66.60765821171647
77.5519745126164,2023.6746660132396,73.26473661764457
87.16543640229551,2244.010106601669,76.07278002785593
97.21408081612577,2463.2980194316674,79.17808718332806
107.39063750123744,2871.003981962536,87.84293167285558
117.01740364792734,3128.9584337547426,92.37769025064746
127.50033006270904,3477.680400505952,97.4102982949877
137.88137576896892,4004.812147238371,102.73086507359207
148.30913010241756,4210.445905831447,109.40198497547003
158.30013974692454,4445.709104370855,111.82505265842875
168.40050457043458,4860.279772782418,118.52932550544283
178.61374021386294,4912.724943760892,116.44427741807324
188.38286790637252,5333.6082372284,122.95382447286485
198.294940203291,5320.015117812823,119.53143385577872
208.5011898314394,5344.446518222164,117.04406568172011
218.42580104728034,5567.755067235951,119.16330197166495
228.47069937837054,5419.755569444566,113.39429194258636
238.56572171535774,5431.583263885597,111.28759584476084
248.60920860679292,5263.201555826226,105.7456677107908
258.35798112118573,5085.241031013018,100.1244687373314
268.4970086747599,4747.9921967137825,91.81491781303953
279.1412250515223,4541.271648303681,82.12790095239622
289.65661245272025,4081.9017074707185,75.97869143831494
299.69051438298305,3900.779320884158,71.34082421092225
309.8011568968906,3458.250105813657,62.31940520887895
319.69012271167423,3233.933097835923,57.29251891135547
329.80925780752017,2924.2976159291707,51.0077590962728
339.6610224502951,2612.554263766778,44.87144266099585
349.5618066113402,2366.665771255578,40.01905206590624
359.62006611617227,2182.4779465166994,36.41396735603882
369.50569484416445,1959.8941759202598,32.23040955965131
379.7323756204151,1844.0488367706616,29.96359525374166
389.50386437761966,1699.0295592142268,27.23259013984032
399.60559221010544,1649.7296236453726,26.094076382751336
409.49655318323295,1621.5587502507422,25.338107883374544
420.02495866835466,1636.044852080798,24.06722142713484
430.49037138124174,1683.1340217082509,25.664784824958854
440.34754375086004,1712.5033097013754,25.837599892140535
450.21075727890513,1773.4833135762608,26.455373627115968
460.3002427368841,1943.4318794294127,28.670456983386472
470.5161318822726,2020.5105473650747,29.459399005547482
480.5120162671319,2095.1810876677478,30.263108288057836
490.46252821476855,2198.7499317976985,31.42976521497165
500.3247296885858,2211.663566222987,31.294674916025063
510.624512387319,2300.666898953024,32.21855078876589
520.5141475360647,2335.3844465579946,32.38373332260218
530.4534261975967,2315.835292742673,31.81748087020929
540.5147273230414,2238.593436694745,30.45732766639011
550.4632607171626,2270.9988358552278,30.61903499556357
561.0157864077504,2274.731998723889,28.953759677745303
571.578197679768,2165.709588561659,28.678148999489114
581.5807198303434,2126.729667213266,27.8958612586621
591.7404849983101,1984.8399130787896,25.834544533130686
601.6219662200417,1923.3378585768905,24.829784316318207
611.5946926603878,1836.9399492238217,23.512998714265926
621.6166109737443,1740.7813864198008,22.09813113255432
631.6050685838915,1675.2448813545984,21.09326781093754
641.6795448851924,1609.7730416601332,20.109703977974732
651.5022409204407,1559.7365888569416,19.32294639994479
661.5321500265196,1560.2823072051372,19.17953034867745
671.5776774194618,1537.9317603778002,18.76863914313271
681.5436338891034,1502.8829239522456,18.21229291741008
691.9394405997949,1544.8122003007459,17.7137693861706
702.5437797361434,1536.716680918542,18.334020782619668
712.4976825391609,1567.1871605660392,18.577284921089284
722.416625797745,1622.7498415105333,19.102970837509595
732.3509726332725,1645.6851770988856,19.23463347854927
742.3162116458385,1745.3852299100618,20.271270704211396
752.4819324447401,1793.2746561834888,20.68419060077315
762.5692749436074,1846.9684352599281,21.153173030715138
772.4879152380661,1890.7660508189117,21.517977404410807
782.3922645623273,1889.7145987756512,21.367852692253518
792.5176918615578,1934.99574944703,21.733885293662997
802.5059839469532,1966.3741847438068,21.95837336216463
812.5183493266676,1935.161965006096,21.470538576463824
822.4974055155081,1943.1013889031303,21.426630765298867
833.0843095106136,1881.4427282778786,19.659281520882526
843.5294252512745,1853.7676982002652,20.196383678637957
853.5585924299392,1805.5488935237322,19.54282577332478
863.5311239716078,1720.4563751729,18.515620128419517
873.5787862552615,1612.428459657335,17.255736996423312
883.4743806170322,1542.6100020350623,16.413370592751544
893.6606165514141,1454.923954412956,15.395913719806217
903.5480258609317,1366.3847554210442,14.379632570465482
913.5381632108381,1262.3473606093942,13.20786287530772
923.7068283824245,1179.5922321697035,12.282338179027757
933.7765490701019,1091.6665181250835,11.312578169614257
943.7587397301793,1009.2336781462723,10.400022736473508
953.5085272479673,960.0848749874048,9.832451902247325
963.5500933038709,886.1350043144357,9.029691127638934
974.1423781626632,825.0537582457359,7.975734207427299
984.5497971755037,783.3343030677322,7.894421414634934
994.5343069387976,750.5626766131987,7.528026647508364
1004.4918626535643,739.8991463781356,7.382656824893248
1014.5360614753093,741.1560708649184,7.359870340239204
1024.4767849301306,722.1879359870335,7.134286045567383
1034.515490182509,732.5215765481272,7.201494579892554
1044.4846832504309,729.1784597082305,7.136832059881109
1054.4569494354384,751.8236073449144,7.32387163090883
1064.4902129489417,758.6753536318062,7.356399789007851
1074.4723617037212,755.8331185581677,7.293330452443159
1084.4820910903702,777.0545723961644,7.464123838290344
1094.5945189048748,780.7703514923654,7.464529032097296
1104.5172308523615,789.9879337327782,7.518720442207116
1115.0446064189207,790.4291687075323,7.137624834968394
1125.5258651678255,788.953164519355,7.43605946632355
1135.5078747490888,766.8680805645126,7.195649946131305
1145.5359907992645,760.1648587759148,7.102129121361441
1155.5365309654294,753.862669316773,7.0146901638755645
1165.5387352480814,722.4480202945978,6.6930714729141325
1175.4964911139173,703.841026860832,6.4921380404113
1185.564793291296,681.0199667073756,6.254984737536534
